areaCode,areaName,areaType,date,newAdmissions,newCasesByPublishDate,newDeaths28DaysByPublishDate
E92000001,England,nation,2020-04-10,2196,4263,1035
E92000001,England,nation,2020-04-11,1955,3841,745
E92000001,England,nation,2020-04-12,1791,3672,604
E92000001,England,nation,2020-04-13,1912,2999,694
E92000001,England,nation,2020-04-14,1859,3854,1007
E92000001,England,nation,2020-04-15,1608,3188,730
E92000001,England,nation,2020-04-16,1777,3118,906
E92000001,England,nation,2020-04-17,1674,3985,826
E92000001,England,nation,2020-04-18,1411,3548,1004
E92000001,England,nation,2020-04-19,1475,3607,380
E92000001,England,nation,2020-04-20,1522,2401,536
E92000001,England,nation,2020-04-21,1495,3087,1116
E92000001,England,nation,2020-04-22,1310,3020,725
E92000001,England,nation,2020-04-23,1289,3084,594
E92000001,England,nation,2020-04-24,1277,3004,821
E92000001,England,nation,2020-04-25,1080,2826,729
E92000001,England,nation,2020-04-26,1208,2152,327
E92000001,England,nation,2020-04-27,1344,2264,289
E92000001,England,nation,2020-04-28,1296,1989,862
E92000001,England,nation,2020-04-29,1295,1403,604
E92000001,England,nation,2020-04-30,1227,2484,543
E92000001,England,nation,2020-05-01,1081,2501,623
E92000001,England,nation,2020-05-02,980,2228,485
E92000001,England,nation,2020-05-03,1044,2019,222
E92000001,England,nation,2020-05-04,1063,1485,247
E92000001,England,nation,2020-05-05,959,1842,639
E92000001,England,nation,2020-05-06,1040,1611,529
E92000001,England,nation,2020-05-07,998,2133,377
E92000001,England,nation,2020-05-08,743,1694,498
E92000001,England,nation,2020-05-09,798,1349,226
E92000001,England,nation,2020-05-10,756,1007,190
E92000001,England,nation,2020-05-11,866,891,174
E92000001,England,nation,2020-05-12,844,1067,539
E92000001,England,nation,2020-05-13,804,1146,362
E92000001,England,nation,2020-05-14,763,1189,303
E92000001,England,nation,2020-05-15,738,1112,280
E92000001,England,nation,2020-05-16,671,1136,348
E92000001,England,nation,2020-05-17,673,788,43
E92000001,England,nation,2020-05-18,733,816,134
E92000001,England,nation,2020-05-19,752,857,447
E92000001,England,nation,2020-05-20,732,824,259
E92000001,England,nation,2020-05-21,715,854,220
E92000001,England,nation,2020-05-22,638,1083,257
E92000001,England,nation,2020-05-23,504,979,197
E92000001,England,nation,2020-05-24,497,584,362
E92000001,England,nation,2020-05-25,498,494,86
E92000001,England,nation,2020-05-26,578,492,105
E92000001,England,nation,2020-05-27,589,609,396
E92000001,England,nation,2020-05-28,570,519,315
E92000001,England,nation,2020-05-29,499,560,246
E92000001,England,nation,2020-05-30,466,715,117
E92000001,England,nation,2020-05-31,446,320,39
E92000001,England,nation,2020-06-01,522,294,79
E92000001,England,nation,2020-06-02,553,444,228
E92000001,England,nation,2020-06-03,491,462,218
E92000001,England,nation,2020-06-04,458,431,112
E92000001,England,nation,2020-06-05,380,451,239
E92000001,England,nation,2020-06-06,306,422,126
E92000001,England,nation,2020-06-07,323,228,49
E92000001,England,nation,2020-06-08,348,92,44
E92000001,England,nation,2020-06-09,397,651,179
E92000001,England,nation,2020-06-10,402,63,143
E92000001,England,nation,2020-06-11,330,304,64
E92000001,England,nation,2020-06-12,298,392,117
E92000001,England,nation,2020-06-13,265,372,94
E92000001,England,nation,2020-06-14,306,292,23
E92000001,England,nation,2020-06-15,365,219,25
E92000001,England,nation,2020-06-16,354,252,106
E92000001,England,nation,2020-06-17,334,252,90
E92000001,England,nation,2020-06-18,312,281,60
E92000001,England,nation,2020-06-19,253,323,73
E92000001,England,nation,2020-06-20,184,324,67
E92000001,England,nation,2020-06-21,215,215,30
E92000001,England,nation,2020-06-22,318,178,13
E92000001,England,nation,2020-06-23,275,210,84
E92000001,England,nation,2020-06-24,262,107,74
E92000001,England,nation,2020-06-25,256,261,91
E92000001,England,nation,2020-06-26,248,175,76
E92000001,England,nation,2020-06-27,209,192,34
E92000001,England,nation,2020-06-28,155,142,28
E92000001,England,nation,2020-06-29,172,99,17
E92000001,England,nation,2020-06-30,189,196,47
E92000001,England,nation,2020-07-01,201,177,90
E92000001,England,nation,2020-07-02,149,523,31
E92000001,England,nation,2020-07-03,146,502,45
E92000001,England,nation,2020-07-04,120,579,27
E92000001,England,nation,2020-07-05,131,492,18
E92000001,England,nation,2020-07-06,150,331,11
E92000001,England,nation,2020-07-07,148,572,50
E92000001,England,nation,2020-07-08,141,606,52
E92000001,England,nation,2020-07-09,136,617,29
E92000001,England,nation,2020-07-10,104,480,34
E92000001,England,nation,2020-07-11,97,806,16
E92000001,England,nation,2020-07-12,72,615,9
E92000001,England,nation,2020-07-13,137,497,8
E92000001,England,nation,2020-07-14,122,372,42
E92000001,England,nation,2020-07-15,116,506,24
E92000001,England,nation,2020-07-16,114,597,23
E92000001,England,nation,2020-07-17,83,635,25
E92000001,England,nation,2020-07-18,48,796,9
E92000001,England,nation,2020-07-19,72,672,10
E92000001,England,nation,2020-07-20,86,535,10
E92000001,England,nation,2020-07-21,79,399,25
E92000001,England,nation,2020-07-22,82,519,16
E92000001,England,nation,2020-07-23,109,702,9
E92000001,England,nation,2020-07-24,93,688,32
E92000001,England,nation,2020-07-25,65,710,15
E92000001,England,nation,2020-07-26,64,721,7
E92000001,England,nation,2020-07-27,82,616,3
E92000001,England,nation,2020-07-28,69,547,21
E92000001,England,nation,2020-07-29,63,700,29
E92000001,England,nation,2020-07-30,75,812,0
E92000001,England,nation,2020-07-31,55,814,14
E92000001,England,nation,2020-08-01,50,722,11
E92000001,England,nation,2020-08-02,57,676,2
E92000001,England,nation,2020-08-03,74,856,1
E92000001,England,nation,2020-08-04,58,617,17
E92000001,England,nation,2020-08-05,60,804,12
E92000001,England,nation,2020-08-06,52,826,15
E92000001,England,nation,2020-08-07,60,796,5
E92000001,England,nation,2020-08-08,78,679,2
E92000001,England,nation,2020-08-09,53,988,5
E92000001,England,nation,2020-08-10,50,699,17
E92000001,England,nation,2020-08-11,63,1035,11
E92000001,England,nation,2020-08-12,51,925,15
E92000001,England,nation,2020-08-13,60,1059,18
E92000001,England,nation,2020-08-14,55,1284,10
E92000001,England,nation,2020-08-15,38,934,2
E92000001,England,nation,2020-08-16,39,952,3
E92000001,England,nation,2020-08-17,46,634,3
E92000001,England,nation,2020-08-18,56,975,11
E92000001,England,nation,2020-08-19,58,707,15
E92000001,England,nation,2020-08-20,45,1035,6
E92000001,England,nation,2020-08-21,49,908,2
E92000001,England,nation,2020-08-22,25,1060,17
E92000001,England,nation,2020-08-23,44,938,4
E92000001,England,nation,2020-08-24,41,758,3
E92000001,England,nation,2020-08-25,60,1065,16
E92000001,England,nation,2020-08-26,52,875,13
E92000001,England,nation,2020-08-27,69,1350,10
E92000001,England,nation,2020-08-28,44,1106,9
E92000001,England,nation,2020-08-29,52,891,12
E92000001,England,nation,2020-08-30,38,1487,1
E92000001,England,nation,2020-08-31,52,1149,2
E92000001,England,nation,2020-09-01,58,1041,2
E92000001,England,nation,2020-09-02,79,1239,7
E92000001,England,nation,2020-09-03,69,1507,11
E92000001,England,nation,2020-09-04,67,1669,9
E92000001,England,nation,2020-09-05,94,1477,11
E92000001,England,nation,2020-09-06,85,2576,2
E92000001,England,nation,2020-09-07,84,2528,2
E92000001,England,nation,2020-09-08,99,2094,27
E92000001,England,nation,2020-09-09,136,2286,8
E92000001,England,nation,2020-09-10,143,2578,13
E92000001,England,nation,2020-09-11,135,3143,6
E92000001,England,nation,2020-09-12,143,3008,9
E92000001,England,nation,2020-09-13,153,2837,5
E92000001,England,nation,2020-09-14,172,2259,7
E92000001,England,nation,2020-09-15,194,2649,25
E92000001,England,nation,2020-09-16,183,3396,17
E92000001,England,nation,2020-09-17,199,2788,18
E92000001,England,nation,2020-09-18,205,3771,23
E92000001,England,nation,2020-09-19,204,3638,22
E92000001,England,nation,2020-09-20,237,3279,18
E92000001,England,nation,2020-09-21,275,3754,9
E92000001,England,nation,2020-09-22,268,4187,36
E92000001,England,nation,2020-09-23,314,5083,33
E92000001,England,nation,2020-09-24,288,5632,37
E92000001,England,nation,2020-09-25,274,5723,31
E92000001,England,nation,2020-09-26,245,4639,30
E92000001,England,nation,2020-09-27,241,4800,16
E92000001,England,nation,2020-09-28,308,3316,13
E92000001,England,nation,2020-09-29,310,5651,68
E92000001,England,nation,2020-09-30,328,5656,62
E92000001,England,nation,2020-10-01,368,5589,48
E92000001,England,nation,2020-10-02,371,4797,58
E92000001,England,nation,2020-10-03,386,10806,39
E92000001,England,nation,2020-10-04,478,21309,32
E92000001,England,nation,2020-10-05,472,10685,19
E92000001,England,nation,2020-10-06,524,12648,63
E92000001,England,nation,2020-10-07,491,11528,65
E92000001,England,nation,2020-10-08,513,14952,70
E92000001,England,nation,2020-10-09,544,10772,79
E92000001,England,nation,2020-10-10,515,12628,54
E92000001,England,nation,2020-10-11,628,10383,62
E92000001,England,nation,2020-10-12,664,11647,43
E92000001,England,nation,2020-10-13,764,14310,124
E92000001,England,nation,2020-10-14,706,16132,108
E92000001,England,nation,2020-10-15,792,16139,111
E92000001,England,nation,2020-10-16,632,12176,120
E92000001,England,nation,2020-10-17,785,13299,128
E92000001,England,nation,2020-10-18,870,14704,59
E92000001,England,nation,2020-10-19,861,16365,72
E92000001,England,nation,2020-10-20,925,17814,213
E92000001,England,nation,2020-10-21,997,22948,144
E92000001,England,nation,2020-10-22,987,17354,160
E92000001,England,nation,2020-10-23,997,17116,188
E92000001,England,nation,2020-10-24,990,19332,141
E92000001,England,nation,2020-10-25,1186,16487,137
E92000001,England,nation,2020-10-26,1279,17883,90
E92000001,England,nation,2020-10-27,1190,19629,322
E92000001,England,nation,2020-10-28,1239,21245,236
E92000001,England,nation,2020-10-29,1345,19740,214
E92000001,England,nation,2020-10-30,1109,20821,226
E92000001,England,nation,2020-10-31,1240,18864,278
E92000001,England,nation,2020-11-01,1280,20602,132
E92000001,England,nation,2020-11-02,1331,15860,125
E92000001,England,nation,2020-11-03,1246,17330,359
E92000001,England,nation,2020-11-04,1382,21863,388
E92000001,England,nation,2020-11-05,1346,21137,297
E92000001,England,nation,2020-11-06,1182,20268,303
E92000001,England,nation,2020-11-07,1319,21875,328
E92000001,England,nation,2020-11-08,1488,18293,127
E92000001,England,nation,2020-11-09,1551,19036,175
E92000001,England,nation,2020-11-10,1592,18622,460
E92000001,England,nation,2020-11-11,1711,19970,478
E92000001,England,nation,2020-11-12,1666,30843,469
E92000001,England,nation,2020-11-13,1433,24540,280
E92000001,England,nation,2020-11-14,1388,24298,396
E92000001,England,nation,2020-11-15,1467,21998,143
E92000001,England,nation,2020-11-16,1560,19423,191
E92000001,England,nation,2020-11-17,1491,17549,518
E92000001,England,nation,2020-11-18,1571,17189,423
E92000001,England,nation,2020-11-19,1484,20291,416
E92000001,England,nation,2020-11-20,1316,17845,436
E92000001,England,nation,2020-11-21,1255,17615,266
E92000001,England,nation,2020-11-22,1333,16668,370
E92000001,England,nation,2020-11-23,1385,13329,194
E92000001,England,nation,2020-11-24,1277,9854,535
E92000001,England,nation,2020-11-25,1415,15893,604
E92000001,England,nation,2020-11-26,1198,14637,411
E92000001,England,nation,2020-11-27,1055,13557,451
E92000001,England,nation,2020-11-28,1065,13323,397
E92000001,England,nation,2020-11-29,1215,10054,194
E92000001,England,nation,2020-11-30,1216,10869,189
E92000001,England,nation,2020-12-01,1271,11618,531
E92000001,England,nation,2020-12-02,1262,13323,555
E92000001,England,nation,2020-12-03,1337,11992,328
E92000001,England,nation,2020-12-04,1248,13412,424
E92000001,England,nation,2020-12-05,1186,12666,344
E92000001,England,nation,2020-12-06,1311,14294,201
E92000001,England,nation,2020-12-07,1466,11623,177
E92000001,England,nation,2020-12-08,1528,10459,538
E92000001,England,nation,2020-12-09,1550,12960,451
E92000001,England,nation,2020-12-10,1524,17622,419
E92000001,England,nation,2020-12-11,1450,17899,353
E92000001,England,nation,2020-12-12,1587,17468,440
E92000001,England,nation,2020-12-13,1581,17164,138
E92000001,England,nation,2020-12-14,1746,17882,194
E92000001,England,nation,2020-12-15,1730,16504,467
E92000001,England,nation,2020-12-16,1796,23432,537
E92000001,England,nation,2020-12-17,1873,22401,438
E92000001,England,nation,2020-12-18,1672,24452,403
E92000001,England,nation,2020-12-19,1812,22775,441
E92000001,England,nation,2020-12-20,1976,32155,241
E92000001,England,nation,2020-12-21,2115,28742,198
E92000001,England,nation,2020-12-22,2203,32288,608
E92000001,England,nation,2020-12-23,1980,34247,625
E92000001,England,nation,2020-12-24,1795,35561,468
E92000001,England,nation,2020-12-25,1952,31560,570
E92000001,England,nation,2020-12-26,2298,31307,175
E92000001,England,nation,2020-12-27,2572,25619,246
E92000001,England,nation,2020-12-28,2795,36511,322
E92000001,England,nation,2020-12-29,2886,47164,360
E92000001,England,nation,2020-12-30,2861,43554,919
E92000001,England,nation,2020-12-31,2536,49510,820
E92000001,England,nation,2021-01-01,3010,50746,613
E92000001,England,nation,2021-01-02,3145,49248,349
E92000001,England,nation,2021-01-03,3351,46853,392
E92000001,England,nation,2021-01-04,3587,53180,370
E92000001,England,nation,2021-01-05,3697,54940,784
E92000001,England,nation,2021-01-06,3967,56060,884
E92000001,England,nation,2021-01-07,3849,46841,1004
E92000001,England,nation,2021-01-08,3549,61757,1156
E92000001,England,nation,2021-01-09,3718,54257,871
E92000001,England,nation,2021-01-10,3571,50291,498
E92000001,England,nation,2021-01-11,3894,41835,495
E92000001,England,nation,2021-01-12,4134,41121,1151
E92000001,England,nation,2021-01-13,3840,42898,1400
E92000001,England,nation,2021-01-14,3678,44358,1114
E92000001,England,nation,2021-01-15,3295,50741,1139
E92000001,England,nation,2021-01-16,3569,37759,1140
E92000001,England,nation,2021-01-17,3424,35263,598
E92000001,England,nation,2021-01-18,3711,34134,560
E92000001,England,nation,2021-01-19,3768,30371,1507
E92000001,England,nation,2021-01-20,3679,35061,1662
E92000001,England,nation,2021-01-21,3237,34371,1134
E92000001,England,nation,2021-01-22,3016,37115,1251
E92000001,England,nation,2021-01-23,2780,30496,1233
E92000001,England,nation,2021-01-24,2824,27580,551
E92000001,England,nation,2021-01-25,2648,20149,548
E92000001,England,nation,2021-01-26,2799,17920,1520
E92000001,England,nation,2021-01-27,2742,22914,1568
E92000001,England,nation,2021-01-28,2719,26182,1088
E92000001,England,nation,2021-01-29,2379,26709,1124
E92000001,England,nation,2021-01-30,2193,21089,1098
E92000001,England,nation,2021-01-31,2183,19054,528
E92000001,England,nation,2021-02-01,2347,16815,368
E92000001,England,nation,2021-02-02,2222,15021,1356
E92000001,England,nation,2021-02-03,2096,17265,1173
E92000001,England,nation,2021-02-04,1907,18529,817
E92000001,England,nation,2021-02-05,1757,17314,892
E92000001,England,nation,2021-02-06,1679,16302,724
E92000001,England,nation,2021-02-07,1675,14466,329
E92000001,England,nation,2021-02-08,1739,12270,304
E92000001,England,nation,2021-02-09,1531,10916,974
E92000001,England,nation,2021-02-10,1535,11551,926
E92000001,England,nation,2021-02-11,1440,12001,594
E92000001,England,nation,2021-02-12,1318,13299,657
E92000001,England,nation,2021-02-13,1240,11697,544
E92000001,England,nation,2021-02-14,1364,9499,228
E92000001,England,nation,2021-02-15,1322,8609,210
E92000001,England,nation,2021-02-16,1311,9236,733
E92000001,England,nation,2021-02-17,1233,10926,638
E92000001,England,nation,2021-02-18,1149,10740,377
E92000001,England,nation,2021-02-19,1068,10296,481
E92000001,England,nation,2021-02-20,904,8964,397
E92000001,England,nation,2021-02-21,1009,8408,190
E92000001,England,nation,2021-02-22,980,9420,165
E92000001,England,nation,2021-02-23,976,7292,483
E92000001,England,nation,2021-02-24,874,8644,380
E92000001,England,nation,2021-02-25,832,8623,266
E92000001,England,nation,2021-02-26,718,7393,300
E92000001,England,nation,2021-02-27,624,6527,254
E92000001,England,nation,2021-02-28,662,5080,115
E92000001,England,nation,2021-03-01,704,4738,99
E92000001,England,nation,2021-03-02,683,5530,307
E92000001,England,nation,2021-03-03,607,5408,264
E92000001,England,nation,2021-03-04,596,5643,202
E92000001,England,nation,2021-03-05,487,5053,211
E92000001,England,nation,2021-03-06,528,5118,135
E92000001,England,nation,2021-03-07,461,4497,61
E92000001,England,nation,2021-03-08,501,3903,62
E92000001,England,nation,2021-03-09,483,4894,207
E92000001,England,nation,2021-03-10,494,4863,156
E92000001,England,nation,2021-03-11,449,5744,138
E92000001,England,nation,2021-03-12,386,5529,145
E92000001,England,nation,2021-03-13,385,4539,106
E92000001,England,nation,2021-03-14,357,3774,40
E92000001,England,nation,2021-03-15,431,4264,61
E92000001,England,nation,2021-03-16,364,4391,101
E92000001,England,nation,2021-03-17,343,4827,121
E92000001,England,nation,2021-03-18,351,5213,83
E92000001,England,nation,2021-03-19,283,3809,81
E92000001,England,nation,2021-03-20,287,4732,82
E92000001,England,nation,2021-03-21,279,4459,26
E92000001,England,nation,2021-03-22,294,4746,16
E92000001,England,nation,2021-03-23,295,4583,103
E92000001,England,nation,2021-03-24,277,4615,92
E92000001,England,nation,2021-03-25,288,5286,49
E92000001,England,nation,2021-03-26,245,5273,61
E92000001,England,nation,2021-03-27,217,3813,43
E92000001,England,nation,2021-03-28,221,3153,17
E92000001,England,nation,2021-03-29,206,4112,22
E92000001,England,nation,2021-03-30,217,3384,39
E92000001,England,nation,2021-03-31,225,3327,36
E92000001,England,nation,2021-04-01,180,3784,41
E92000001,England,nation,2021-04-02,178,2881,47
E92000001,England,nation,2021-04-03,179,2847,8
E92000001,England,nation,2021-04-04,156,1954,10
E92000001,England,nation,2021-04-05,188,2236,16
E92000001,England,nation,2021-04-06,183,1937,15
E92000001,England,nation,2021-04-07,189,2304,40
E92000001,England,nation,2021-04-08,167,2486,44
E92000001,England,nation,2021-04-09,167,2638,51
E92000001,England,nation,2021-04-10,151,2032,33
E92000001,England,nation,2021-04-11,175,1338,3
E92000001,England,nation,2021-04-12,173,3222,13
E92000001,England,nation,2021-04-13,153,2070,18
E92000001,England,nation,2021-04-14,156,2054,34
E92000001,England,nation,2021-04-15,127,2171,25
E92000001,England,nation,2021-04-16,118,2225,30
E92000001,England,nation,2021-04-17,135,1897,31
E92000001,England,nation,2021-04-18,112,1495,7
E92000001,England,nation,2021-04-19,138,2550,2
E92000001,England,nation,2021-04-20,98,2169,28
E92000001,England,nation,2021-04-21,126,1943,20
E92000001,England,nation,2021-04-22,92,2315,11
E92000001,England,nation,2021-04-23,124,2277,38
E92000001,England,nation,2021-04-24,99,1804,27
E92000001,England,nation,2021-04-25,107,1401,7
E92000001,England,nation,2021-04-26,108,1752,3
E92000001,England,nation,2021-04-27,128,2410,16
E92000001,England,nation,2021-04-28,89,1829,27
E92000001,England,nation,2021-04-29,80,2103,15
E92000001,England,nation,2021-04-30,82,2046,14
E92000001,England,nation,2021-05-01,68,1642,6
E92000001,England,nation,2021-05-02,92,1377,13
E92000001,England,nation,2021-05-03,98,1453,1
E92000001,England,nation,2021-05-04,76,1659,3
E92000001,England,nation,2021-05-05,96,1906,27
E92000001,England,nation,2021-05-06,88,2194,12
E92000001,England,nation,2021-05-07,77,2142,13
E92000001,England,nation,2021-05-08,80,1742,5
E92000001,England,nation,2021-05-09,76,1418,2
E92000001,England,nation,2021-05-10,76,2009,0
E92000001,England,nation,2021-05-11,79,2117,18
E92000001,England,nation,2021-05-12,93,1804,11
E92000001,England,nation,2021-05-13,74,2229,8
E92000001,England,nation,2021-05-14,72,1828,15
E92000001,England,nation,2021-05-15,70,1614,7
E92000001,England,nation,2021-05-16,59,1471,3
E92000001,England,nation,2021-05-17,74,1645,3
E92000001,England,nation,2021-05-18,90,2008,5
E92000001,England,nation,2021-05-19,93,2151,3
E92000001,England,nation,2021-05-20,98,2307,6
E92000001,England,nation,2021-05-21,85,2303,6
E92000001,England,nation,2021-05-22,75,2242,6
E92000001,England,nation,2021-05-23,77,1734,3
E92000001,England,nation,2021-05-24,98,1972,3
E92000001,England,nation,2021-05-25,88,2081,13
E92000001,England,nation,2021-05-26,95,2540,8
E92000001,England,nation,2021-05-27,83,2936,8
E92000001,England,nation,2021-05-28,92,3434,8
E92000001,England,nation,2021-05-29,69,2747,6
E92000001,England,nation,2021-05-30,80,2621,6
E92000001,England,nation,2021-05-31,98,2854,0
E92000001,England,nation,2021-06-01,115,2539,0
E92000001,England,nation,2021-06-02,101,3486,11
E92000001,England,nation,2021-06-03,93,4310,13
E92000001,England,nation,2021-06-04,96,5102,9
E92000001,England,nation,2021-06-05,96,4810,12
E92000001,England,nation,2021-06-06,121,4405,4
E92000001,England,nation,2021-06-07,131,4913,0
E92000001,England,nation,2021-06-08,147,5250,13
E92000001,England,nation,2021-06-09,158,6201,5
E92000001,England,nation,2021-06-10,162,6436,5
E92000001,England,nation,2021-06-11,144,6782,16
E92000001,England,nation,2021-06-12,137,6601,10
E92000001,England,nation,2021-06-13,187,6269,7
E92000001,England,nation,2021-06-14,185,6647,3
E92000001,England,nation,2021-06-15,188,6486,8
E92000001,England,nation,2021-06-16,177,7642,8
E92000001,England,nation,2021-06-17,202,9371,15
E92000001,England,nation,2021-06-18,185,9185,9
E92000001,England,nation,2021-06-19,178,8954,12
E92000001,England,nation,2021-06-20,171,7778,6
